trait_model,capability_model,alpha,trait,trait_score,delta_trait,Factual Knowledge,Language Understanding,Deductive Reasoning
llama31_8b_instruct,llama8b,0.15,Extraversion,0.397105,-0.00656000000000001,-0.04677532981964874,-0.050915846806994736,-0.013815244359947009
llama31_8b_instruct,llama8b,0.15,Agreeableness,0.660003,0.009163000000000032,-0.04677532981964874,-0.050915846806994736,-0.013815244359947009
llama31_8b_instruct,llama8b,0.15,Neuroticism,0.330492,0.025585000000000024,-0.04677532981964874,-0.050915846806994736,-0.013815244359947009
llama31_8b_instruct,llama8b,0.15,Machiavellianism,0.280993,0.03762599999999999,-0.04677532981964874,-0.050915846806994736,-0.013815244359947009
llama31_8b_instruct,llama8b,0.15,Narcissism,0.210726,-0.0006740000000000079,-0.04677532981964874,-0.050915846806994736,-0.013815244359947009
llama31_8b_instruct,llama8b,0.15,Psychopathy,0.16587,0.007449999999999984,-0.04677532981964874,-0.050915846806994736,-0.013815244359947009
llama31_8b_instruct,llama8b,0.2,Openness,0.431168,0.014521000000000006,-0.04961011006413212,-0.09203312393710353,-0.041973419320843294
llama31_8b_instruct,llama8b,0.2,Conscientiousness,0.686787,0.0009950000000000792,-0.04961011006413212,-0.09203312393710353,-0.041973419320843294
llama31_8b_instruct,llama8b,0.2,Extraversion,0.391877,-0.01178800000000002,-0.04961011006413212,-0.09203312393710353,-0.041973419320843294
llama31_8b_instruct,llama8b,0.2,Agreeableness,0.657238,0.006398000000000015,-0.04961011006413212,-0.09203312393710353,-0.041973419320843294
llama31_8b_instruct,llama8b,0.2,Neuroticism,0.347709,0.04280200000000001,-0.04961011006413212,-0.09203312393710353,-0.041973419320843294
llama31_8b_instruct,llama8b,0.2,Machiavellianism,0.285938,0.042571000000000025,-0.04961011006413212,-0.09203312393710353,-0.041973419320843294
llama31_8b_instruct,llama8b,0.2,Narcissism,0.216963,0.005562999999999985,-0.04961011006413212,-0.09203312393710353,-0.041973419320843294
llama31_8b_instruct,llama8b,0.2,Psychopathy,0.174066,0.015645999999999993,-0.04961011006413212,-0.09203312393710353,-0.041973419320843294
qwen3_8b,qwen3_8b,-0.2,Openness,0.452062,-0.006909999999999972,-0.06938754513112176,-0.010515278577252575,-0.0313706000545836
qwen3_8b,qwen3_8b,-0.2,Conscientiousness,0.675419,-0.030750000000000055,-0.06938754513112176,-0.010515278577252575,-0.0313706000545836
qwen3_8b,qwen3_8b,-0.2,Extraversion,0.423068,0.025583000000000022,-0.06938754513112176,-0.010515278577252575,-0.0313706000545836
qwen3_8b,qwen3_8b,-0.2,Agreeableness,0.644297,-0.018670999999999993,-0.06938754513112176,-0.010515278577252575,-0.0313706000545836
qwen3_8b,qwen3_8b,-0.2,Neuroticism,0.374078,-0.0036289999999999933,-0.06938754513112176,-0.010515278577252575,-0.0313706000545836
qwen3_8b,qwen3_8b,-0.2,Machiavellianism,0.294598,0.04162400000000005,-0.06938754513112176,-0.010515278577252575,-0.0313706000545836
qwen3_8b,qwen3_8b,-0.2,Narcissism,0.275887,0.040615999999999985,-0.06938754513112176,-0.010515278577252575,-0.0313706000545836
qwen3_8b,qwen3_8b,-0.2,Psychopathy,0.204285,0.022697999999999996,-0.06938754513112176,-0.010515278577252575,-0.0313706000545836
qwen3_8b,qwen3_8b,-0.15,Openness,0.457925,-0.0010469999999999646,-0.04537294754034852,0.015987831157463123,0.008194150930606334
qwen3_8b,qwen3_8b,-0.15,Conscientiousness,0.683011,-0.023158000000000012,-0.04537294754034852,0.015987831157463123,0.008194150930606334
qwen3_8b,qwen3_8b,-0.15,Extraversion,0.412777,0.015292000000000028,-0.04537294754034852,0.015987831157463123,0.008194150930606334
qwen3_8b,qwen3_8b,-0.15,Agreeableness,0.655963,-0.007005000000000039,-0.04537294754034852,0.015987831157463123,0.008194150930606334
qwen3_8b,qwen3_8b,-0.15,Neuroticism,0.375571,-0.0021360000000000268,-0.04537294754034852,0.015987831157463123,0.008194150930606334
qwen3_8b,qwen3_8b,-0.15,Machiavellianism,0.278807,0.02583300000000005,-0.04537294754034852,0.015987831157463123,0.008194150930606334
qwen3_8b,qwen3_8b,-0.15,Narcissism,0.258064,0.022793000000000008,-0.04537294754034852,0.015987831157463123,0.008194150930606334
qwen3_8b,qwen3_8b,-0.15,Psychopathy,0.2056,0.024013000000000007,-0.04537294754034852,0.015987831157463123,0.008194150930606334
qwen3_8b,qwen3_8b,-0.1,Openness,0.458646,-0.00032599999999999296,-0.02028862802699183,0.014550863289203745,0.02122330886127963
qwen3_8b,qwen3_8b,-0.1,Conscientiousness,0.689493,-0.016676000000000024,-0.02028862802699183,0.014550863289203745,0.02122330886127963
qwen3_8b,qwen3_8b,-0.1,Extraversion,0.402016,0.004531000000000007,-0.02028862802699183,0.014550863289203745,0.02122330886127963
qwen3_8b,qwen3_8b,-0.1,Agreeableness,0.660169,-0.002798999999999996,-0.02028862802699183,0.014550863289203745,0.02122330886127963
qwen3_8b,qwen3_8b,-0.1,Neuroticism,0.37873,0.0010229999999999961,-0.02028862802699183,0.014550863289203745,0.02122330886127963
qwen3_8b,qwen3_8b,-0.1,Machiavellianism,0.267962,0.014988000000000001,-0.02028862802699183,0.014550863289203745,0.02122330886127963
qwen3_8b,qwen3_8b,-0.1,Narcissism,0.246298,0.011026999999999981,-0.02028862802699183,0.014550863289203745,0.02122330886127963
qwen3_8b,qwen3_8b,-0.1,Psychopathy,0.200025,0.01843800000000001,-0.02028862802699183,0.014550863289203745,0.02122330886127963
qwen3_8b,qwen3_8b,-0.05,Openness,0.459311,0.0003390000000000337,0.0034664566708047535,-0.0011178322788673502,0.012723372486361016
qwen3_8b,qwen3_8b,-0.05,Conscientiousness,0.701864,-0.004305000000000003,0.0034664566708047535,-0.0011178322788673502,0.012723372486361016
qwen3_8b,qwen3_8b,-0.05,Extraversion,0.398391,0.0009060000000000179,0.0034664566708047535,-0.0011178322788673502,0.012723372486361016
qwen3_8b,qwen3_8b,-0.05,Agreeableness,0.659953,-0.00301499999999999,0.0034664566708047535,-0.0011178322788673502,0.012723372486361016
qwen3_8b,qwen3_8b,-0.05,Neuroticism,0.380139,0.0024319999999999897,0.0034664566708047535,-0.0011178322788673502,0.012723372486361016
qwen3_8b,qwen3_8b,-0.05,Machiavellianism,0.26279,0.009816000000000047,0.0034664566708047535,-0.0011178322788673502,0.012723372486361016
qwen3_8b,qwen3_8b,-0.05,Narcissism,0.240976,0.005704999999999988,0.0034664566708047535,-0.0011178322788673502,0.012723372486361016
qwen3_8b,qwen3_8b,-0.05,Psychopathy,0.18844,0.006852999999999998,0.0034664566708047535,-0.0011178322788673502,0.012723372486361016
qwen3_8b,qwen3_8b,0.0,Openness,0.458972,0.0,0.0,0.0,0.0
qwen3_8b,qwen3_8b,0.0,Conscientiousness,0.706169,0.0,0.0,0.0,0.0
qwen3_8b,qwen3_8b,0.0,Extraversion,0.397485,0.0,0.0,0.0,0.0
qwen3_8b,qwen3_8b,0.0,Agreeableness,0.662968,0.0,0.0,0.0,0.0
qwen3_8b,qwen3_8b,0.0,Neuroticism,0.377707,0.0,0.0,0.0,0.0
qwen3_8b,qwen3_8b,0.0,Machiavellianism,0.252974,0.0,0.0,0.0,0.0
qwen3_8b,qwen3_8b,0.0,Narcissism,0.235271,0.0,0.0,0.0,0.0
qwen3_8b,qwen3_8b,0.0,Psychopathy,0.181587,0.0,0.0,0.0,0.0
qwen3_8b,qwen3_8b,0.05,Openness,0.463209,0.004236999999999991,-0.001223606390442629,-0.015600453174287019,-0.02132026332749473
qwen3_8b,qwen3_8b,0.05,Conscientiousness,0.715631,0.00946199999999997,-0.001223606390442629,-0.015600453174287019,-0.02132026332749473
qwen3_8b,qwen3_8b,0.05,Extraversion,0.395714,-0.001770999999999967,-0.001223606390442629,-0.015600453174287019,-0.02132026332749473
qwen3_8b,qwen3_8b,0.05,Agreeableness,0.665486,0.0025180000000000202,-0.001223606390442629,-0.015600453174287019,-0.02132026332749473
qwen3_8b,qwen3_8b,0.05,Neuroticism,0.377291,-0.00041600000000002746,-0.001223606390442629,-0.015600453174287019,-0.02132026332749473
qwen3_8b,qwen3_8b,0.05,Machiavellianism,0.252776,-0.00019799999999997597,-0.001223606390442629,-0.015600453174287019,-0.02132026332749473
qwen3_8b,qwen3_8b,0.05,Narcissism,0.235636,0.0003650000000000042,-0.001223606390442629,-0.015600453174287019,-0.02132026332749473
qwen3_8b,qwen3_8b,0.05,Psychopathy,0.180912,-0.0006750000000000089,-0.001223606390442629,-0.015600453174287019,-0.02132026332749473
qwen3_8b,qwen3_8b,0.1,Openness,0.462064,0.0030919999999999837,-0.028891967860569665,-0.049840275358029866,-0.03327243939422806
qwen3_8b,qwen3_8b,0.1,Conscientiousness,0.707334,0.0011649999999999716,-0.028891967860569665,-0.049840275358029866,-0.03327243939422806
qwen3_8b,qwen3_8b,0.1,Extraversion,0.404787,0.007302000000000031,-0.028891967860569665,-0.049840275358029866,-0.03327243939422806
qwen3_8b,qwen3_8b,0.1,Agreeableness,0.663586,0.0006180000000000074,-0.028891967860569665,-0.049840275358029866,-0.03327243939422806
qwen3_8b,qwen3_8b,0.1,Neuroticism,0.365028,-0.012678999999999996,-0.028891967860569665,-0.049840275358029866,-0.03327243939422806
qwen3_8b,qwen3_8b,0.1,Machiavellianism,0.253257,0.0002830000000000332,-0.028891967860569665,-0.049840275358029866,-0.03327243939422806
qwen3_8b,qwen3_8b,0.1,Narcissism,0.225975,-0.009295999999999999,-0.028891967860569665,-0.049840275358029866,-0.03327243939422806
qwen3_8b,qwen3_8b,0.1,Psychopathy,0.188315,0.006728000000000012,-0.028891967860569665,-0.049840275358029866,-0.03327243939422806
qwen3_8b,qwen3_8b,0.15,Openness,0.461293,0.0023210000000000175,-0.04963707425269878,-0.1118726023501468,-0.04774362953822802
qwen3_8b,qwen3_8b,0.15,Conscientiousness,0.715964,0.009794999999999998,-0.04963707425269878,-0.1118726023501468,-0.04774362953822802
qwen3_8b,qwen3_8b,0.15,Extraversion,0.40247,0.004985000000000017,-0.04963707425269878,-0.1118726023501468,-0.04774362953822802
qwen3_8b,qwen3_8b,0.15,Agreeableness,0.653474,-0.009494000000000002,-0.04963707425269878,-0.1118726023501468,-0.04774362953822802
qwen3_8b,qwen3_8b,0.15,Neuroticism,0.355512,-0.02219500000000002,-0.04963707425269878,-0.1118726023501468,-0.04774362953822802
qwen3_8b,qwen3_8b,0.15,Machiavellianism,0.256212,0.0032380000000000186,-0.04963707425269878,-0.1118726023501468,-0.04774362953822802
qwen3_8b,qwen3_8b,0.15,Narcissism,0.219111,-0.016160000000000008,-0.04963707425269878,-0.1118726023501468,-0.04774362953822802
qwen3_8b,qwen3_8b,0.15,Psychopathy,0.181657,7.00000000000145e-05,-0.04963707425269878,-0.1118726023501468,-0.04774362953822802
qwen3_8b,qwen3_8b,0.2,Openness,0.455463,-0.0035089999999999844,-0.08544046422709793,-0.11953169363305563,-0.09695674065561954
qwen3_8b,qwen3_8b,0.2,Conscientiousness,0.719505,0.013335999999999903,-0.08544046422709793,-0.11953169363305563,-0.09695674065561954
qwen3_8b,qwen3_8b,0.2,Extraversion,0.401507,0.0040220000000000256,-0.08544046422709793,-0.11953169363305563,-0.09695674065561954
qwen3_8b,qwen3_8b,0.2,Agreeableness,0.647904,-0.015063999999999966,-0.08544046422709793,-0.11953169363305563,-0.09695674065561954
qwen3_8b,qwen3_8b,0.2,Neuroticism,0.35877,-0.018937000000000037,-0.08544046422709793,-0.11953169363305563,-0.09695674065561954
qwen3_8b,qwen3_8b,0.2,Machiavellianism,0.260728,0.007754000000000039,-0.08544046422709793,-0.11953169363305563,-0.09695674065561954
qwen3_8b,qwen3_8b,0.2,Narcissism,0.212096,-0.023175,-0.08544046422709793,-0.11953169363305563,-0.09695674065561954
qwen3_8b,qwen3_8b,0.2,Psychopathy,0.176496,-0.005091000000000012,-0.08544046422709793,-0.11953169363305563,-0.09695674065561954
